node_id1 node_id2 t topic
46419 33656 9 0
27351 66241 9 0
27351 70593 9 0
27351 25562 9 0
27351 25596 10 0
74445 9037 10 0
27351 35618 10 0
56664 11398 10 0
54177 74838 10 0
27351 40359 10 0
21263 5879 10 0
4433 31450 10 0
33764 4780 10 0
27351 42943 10 0
26685 43763 10 0
67325 71132 10 0
27351 43397 10 0
45819 9409 10 0
1003 8673 10 0
55154 65166 10 0
27351 39754 10 0
2614 39217 10 0
27351 57370 10 0
27351 47854 10 0
27351 56242 10 0
32165 17810 10 0
55154 50292 10 0
27351 52602 10 0
4819 29311 10 0
27351 25672 10 0
60461 41918 10 0
27351 29211 10 0
27351 44608 10 0
73105 33278 10 0
27351 21230 10 0
27351 3971 10 0
4659 74753 10 0
60461 45593 10 0
27351 30819 10 0
27351 12115 10 0
27351 31366 10 0
58070 47628 10 0
55154 59453 10 0
27351 65261 10 0
40289 78473 10 0
42581 61448 10 0
49654 10525 11 0
54704 9069 11 0
27351 33990 11 0
54704 72305 11 0
12786 44608 11 0
29237 68795 11 0
40079 67233 11 0
49654 52115 11 0
17423 35824 11 0
34257 28895 11 0
72238 75508 11 0
27351 52945 11 0
27351 64915 11 0
12786 75801 11 0
29237 45691 11 0
12786 8482 11 0
27351 65231 11 0
29237 50966 11 0
27351 17169 11 0
12786 14095 11 0
29237 75144 11 0
17423 31835 11 0
27351 65231 11 0
54704 50804 11 0
12786 18981 11 0
12786 72874 11 0
17423 41074 11 0
27351 65231 11 0
29237 10485 11 0
42581 48897 11 0
42418 23693 11 0
29237 15649 11 0
69370 60304 11 0
56664 56864 11 0
29237 31538 11 0
12786 30880 11 0
32140 51688 11 0
54704 42232 11 0
27351 65231 11 0
17215 60381 11 0
60209 66078 11 0
41325 51645 11 0
29567 67617 11 0
29237 45122 11 0
27351 20373 11 0
12786 64898 11 0
12786 37208 11 0
29237 5134 11 0
29237 52137 11 0
42581 15649 11 0
29237 43254 11 0
27351 65231 11 0
75213 27520 11 0
42581 30603 11 0
29237 36404 11 0
2771 67233 11 0
29237 21389 11 0
27351 20719 11 0
75213 15351 11 0
37046 40750 11 0
29237 15145 11 0
74641 70193 11 0
27351 19519 11 0
18151 35819 11 0
17423 35696 11 0
29237 19004 11 0
42581 32878 11 0
29237 10636 11 0
27351 65231 11 0
27351 75648 11 0
26973 23172 11 0
75213 57487 11 0
75213 51536 11 0
54704 71593 11 0
27351 4545 11 0
74641 2429 11 0
28186 27313 11 0
382 67233 11 0
27351 65231 11 0
56664 41014 11 0
27351 65231 11 0
29237 17348 11 0
58375 33408 11 0
29237 23326 11 0
12786 30669 11 0
18412 24515 11 0
27351 1937 11 0
75213 62692 11 0
27351 65231 11 0
54704 69657 11 0
55418 70431 12 0
77969 702 12 0
2614 21275 12 0
10567 11433 12 0
27351 33335 12 0
2614 31813 12 0
27351 12760 12 0
2614 15193 12 0
2614 3172 12 0
77969 38869 12 0
2614 7738 12 0
27351 26413 12 0
27351 39941 12 0
2614 32655 12 0
2614 77670 12 0
10567 49740 12 0
32165 44992 12 0
33764 10534 12 0
29237 11532 12 0
2614 33255 12 0
71360 71360 12 0
42100 77157 12 0
2614 27558 12 0
10567 45009 12 0
33918 8377 12 0
25746 48775 12 0
29237 49324 12 0
2614 38306 12 0
10567 48920 12 0
10900 18804 12 0
2614 70346 12 0
33918 65536 12 0
29237 11123 12 0
77969 50352 12 0
27351 68617 12 0
75213 60328 12 0
33918 28098 12 0
15998 54790 12 0
27351 36414 12 0
10567 44263 12 0
27351 4513 12 0
2614 22138 12 0
20731 50248 12 0
27351 77269 12 0
27351 5689 12 0
61480 4786 12 0
27351 71274 12 0
44530 5761 12 0
27351 21622 12 0
26875 8015 12 0
2614 63038 12 0
2614 17612 12 0
54177 17592 12 0
48648 76806 12 0
27351 59064 12 0
27351 8052 12 0
27351 51014 12 0
29237 71362 12 0
10567 47957 12 0
56740 61198 12 0
33764 42729 12 0
56740 61198 12 0
56740 61198 12 0
12786 70191 12 0
836 61198 12 0
56740 61198 12 0
34382 68658 12 0
56740 61198 12 0
56740 61198 12 0
27351 36006 13 0
2614 25637 13 0
21497 44922 13 0
2614 72433 13 0
10567 67602 13 0
61968 41491 13 0
52556 26250 13 0
2614 61815 13 0
27351 22180 13 0
27351 22180 13 0
21497 65577 13 0
27351 22180 13 0
2614 25968 13 0
29237 57749 13 0
21497 42608 13 0
60710 35393 13 0
52515 43488 13 0
27538 30916 13 0
42418 24822 13 0
2614 52419 13 0
2614 25239 13 0
21497 68916 13 0
2614 59819 13 0
12786 43794 13 0
25342 34116 13 0
73532 66619 13 0
52544 36006 13 0
27351 12789 13 0
2614 70275 13 0
2614 53211 13 0
21497 60650 13 0
42418 30944 13 0
2614 39296 13 0
21497 16944 13 0
27351 72494 13 0
27351 45965 13 0
29237 9258 13 0
47754 9787 14 0
27351 838 14 0
27351 64725 14 0
54177 73172 14 0
25342 59469 14 0
27351 9287 14 0
25342 46864 14 0
27351 27301 15 0
27351 13642 15 0
27351 64195 15 0
27351 44687 15 0
27351 28996 15 0
27351 20008 15 0
27351 8120 15 0
27351 13012 15 0
27351 39671 15 0
56664 32790 15 0
27351 69103 15 0
27351 52866 15 0
27351 17184 15 0
27351 69874 15 0
56664 32790 15 0
27351 5895 15 0
27351 65251 15 0
27351 9034 15 0
27351 26289 15 0
27351 75390 15 0
27351 16821 15 0
27351 89 15 0
27351 46186 15 0
27351 11261 15 0
27351 44555 15 0
27351 20538 15 0
27351 56218 15 0
27351 60152 15 0
27351 53015 15 0
27351 72898 15 0
27351 55449 15 0
32140 15333 15 0
27351 16396 15 0
27351 78263 15 0
27351 1589 15 0
27351 1698 15 0
27351 16474 15 0
27351 75863 15 0
27351 44956 15 0
27351 76112 15 0
56664 2737 15 0
27351 3897 15 0
27351 7558 15 0
27351 53883 15 0
27351 44956 16 0
27351 57927 16 0
27351 25251 16 0
73532 9897 16 0
74853 49588 16 0
27351 44821 17 0
27351 57295 17 0
27351 9219 17 0
54177 75603 17 0
27351 44956 17 0
76778 42746 17 0
54177 55235 17 0
77969 54947 17 0
27351 71565 17 0
6814 27402 18 0
27351 30517 18 0
37046 21413 18 0
27351 27661 18 0
27351 64711 18 0
12786 65448 18 0
27351 46478 18 0
27351 53318 19 0
27351 69528 19 0
57959 11649 19 0
27351 33484 19 0
25342 45978 19 0
12786 70871 19 0
1075 17907 19 0
27351 47160 19 0
27351 42827 19 0
27351 19070 19 0
27351 51688 19 0
20875 71127 19 0
69562 44782 19 0
27537 37968 19 0
25342 5406 19 0
27351 72814 20 0
27351 14238 20 0
27351 16515 20 0
28393 56604 20 0
27351 43281 20 0
62377 61329 20 0
28393 5406 20 0
27351 10703 20 0
20088 29077 20 0
27351 18252 20 0
27351 62281 20 0
27351 61420 20 0
27351 44295 20 0
6814 73170 20 0
49448 9725 20 0
28393 60006 20 0
28393 20862 20 0
28393 56311 20 0
27351 33484 20 0
28393 32715 20 0
46908 77059 20 0
62590 6745 20 0
27351 19853 20 0
27351 36613 20 0
21497 35383 20 0
62377 39969 20 0
27351 67899 20 0
27351 44956 20 0
27351 31613 20 0
17267 35618 20 0
27351 2647 20 0
27351 70994 20 0
68403 6621 20 0
27351 26790 20 0
27351 28617 20 0
27351 43281 20 0
27351 63477 20 0
44613 74264 20 0
46908 61735 20 0
14433 14433 20 0
62590 74998 20 0
52678 9885 20 0
46908 18876 20 0
27351 5596 20 0
46908 21904 20 0
27351 5771 20 0
28393 57560 20 0
27351 10665 20 0
28393 54037 20 0
46908 56191 20 0
27351 26056 20 0
27351 29007 21 0
78669 59446 21 0
78669 47754 21 0
27351 20877 21 0
25975 47552 21 0
46908 3348 21 0
27351 402 21 0
62377 8279 21 0
78669 47754 21 0
32673 6959 21 0
71593 24240 21 0
27351 71499 21 0
46908 45082 21 0
46908 70962 21 0
27351 54530 21 0
77969 20864 21 0
78669 47754 21 0
46908 5875 21 0
28393 74177 21 0
20981 35382 21 0
27351 31054 21 0
42581 77376 21 0
78669 47754 21 0
54177 63007 21 0
46908 77269 21 0
46908 4326 21 0
78669 47754 21 0
75943 26559 21 0
62590 75357 21 0
27351 71338 21 0
46908 4989 21 0
55154 7974 21 0
28393 12908 21 0
55154 20003 21 0
75943 18108 21 0
78669 45326 21 0
27351 53228 21 0
27351 44956 21 0
1200 50676 21 0
27351 64387 21 0
27351 44956 22 0
28393 26400 22 0
27351 49396 22 0
27351 23980 22 0
27351 8843 22 0
28393 38504 22 0
27351 16515 22 0
27351 44839 22 0
65376 42123 22 0
27351 47160 22 0
77969 49448 22 0
78669 30835 22 0
27351 656 22 0
27351 34270 22 0
37046 39990 22 0
28393 21651 22 0
44506 53384 22 0
27351 69052 22 0
32747 44486 22 0
44506 16492 22 0
77462 57832 22 0
27351 8843 22 0
40322 61506 22 0
44506 69403 22 0
32747 31167 22 0
20877 16515 22 0
28393 61506 22 0
12786 19371 22 0
71419 73020 22 0
20731 77269 22 0
25342 40750 22 0
27351 11457 22 0
27351 14238 22 0
77969 57102 22 0
52556 7777 22 0
27351 50952 22 0
66063 21411 22 0
27351 6311 22 0
677 53417 22 0
53204 219 22 0
49448 45338 22 0
27351 38069 22 0
20877 14238 22 0
27351 9505 22 0
13026 11979 22 0
27351 67599 22 0
27351 25328 22 0
27351 17827 23 0
27351 23575 23 0
20731 77269 23 0
27351 53909 23 0
27351 31782 23 0
27351 68967 23 0
27351 62855 23 0
27351 76183 23 0
27351 14238 23 0
27351 10327 23 0
27351 54431 23 0
27351 10364 23 0
54177 57023 23 0
27351 16515 23 0
27351 10327 23 0
65376 33233 23 0
27351 40314 23 0
27351 44956 23 0
27351 9371 23 0
27351 2487 23 0
51528 36354 23 0
32747 70272 23 0
27351 78414 23 0
27351 11629 23 0
27351 18038 23 0
27351 18760 23 0
27351 4761 23 0
27351 54695 23 0
27351 47415 23 0
27351 19625 23 0
27351 25420 23 0
27351 37205 23 0
27351 10327 23 0
27351 10327 23 0
27351 11381 23 0
27351 9043 23 0
27351 52058 23 0
27351 23569 23 0
27351 63165 23 0
27351 16882 23 0
27351 63743 23 0
27351 40071 23 0
27351 54198 23 0
27351 49115 23 0
28393 50232 23 0
27351 65506 23 0
59827 12627 23 0
27351 39316 23 0
27351 50901 23 0
27351 5966 23 0
27351 47586 23 0
27351 46458 23 0
5780 65692 23 0
71274 61506 23 0
27351 36424 23 0
27351 11704 23 0
27351 43369 23 0
27351 60320 23 0
27351 17420 23 0
27351 62379 23 0
27351 22440 23 0
63360 2627 23 0
27351 57847 23 0
26303 36431 23 0
27351 44660 23 0
27351 31353 23 0
27351 44956 23 0
27351 47074 23 0
27351 10849 23 0
51999 74853 23 0
28393 7436 23 0
27351 77269 23 0
27351 66936 23 0
73532 38219 23 0
27351 59432 23 0
27351 28283 23 0
27351 2246 23 0
27351 24782 23 0
27351 7707 23 0
27351 62910 23 0
27351 57525 23 0
27351 13586 23 0
71857 59203 23 0
27351 25289 23 0
27351 33783 23 0
27351 67618 23 0
59827 9540 23 0
5178 11979 23 0
27351 67826 23 0
27351 33783 23 0
27351 45894 23 0
27351 71164 23 0
27351 75945 23 0
27351 20877 23 0
27351 58878 24 0
36575 55829 24 0
27351 57689 24 0
10101 9494 24 0
27351 15017 24 0
27351 15290 24 0
27351 75039 24 0
27351 52122 24 0
19071 35255 24 0
27351 27644 24 0
27351 1707 24 0
27351 31180 24 0
27351 3684 24 0
27351 64805 24 0
27351 18307 24 0
36575 38137 24 0
27351 64314 24 0
27351 47921 24 0
27351 30137 24 0
27351 53177 24 0
27351 69755 24 0
55154 19545 24 0
75042 13920 24 0
27351 44821 24 0
32875 53335 24 0
46908 46148 24 0
19784 19545 24 0
27351 55636 24 0
27351 51005 24 0
78669 52041 24 0
50748 65124 24 0
27351 55232 24 0
27351 27476 24 0
27351 47854 24 0
27351 43536 24 0
27351 76272 24 0
27351 42881 24 0
27351 30771 24 0
27351 24437 24 0
27351 15649 24 0
27351 37739 24 0
27351 66238 24 0
27351 53544 24 0
27351 13647 24 0
78669 65774 24 0
27351 54537 24 0
8621 62349 24 0
78669 47530 24 0
27351 47573 24 0
27351 62357 24 0
27351 53191 24 0
27351 62357 24 0
27351 69819 24 0
27351 47573 24 0
33918 7815 24 0
27351 63488 24 0
27351 973 24 0
27351 51005 24 0
27351 24215 24 0
27351 46722 24 0
51786 5204 24 0
46838 16018 24 0
27351 69755 24 0
16618 33253 24 0
27351 54695 24 0
27351 40224 24 0
277 43972 24 0
27351 57024 24 0
27351 8664 24 0
27351 6265 24 0
27351 14699 24 0
62590 22491 24 0
27351 4721 24 0
27351 28782 24 0
27351 65264 24 0
27351 33407 24 0
27351 41844 24 0
77969 12768 24 0
277 51388 24 0
27351 5227 24 0
27351 34369 24 0
27351 57616 24 0
37593 68565 24 0
27351 41869 24 0
27351 20639 24 0
27351 40373 24 0
27351 53058 24 0
27351 62885 24 0
27351 10685 24 0
27351 9713 24 0
27351 71249 24 0
33918 33918 24 0
27351 62412 25 0
27351 43418 25 0
27351 4015 25 0
27351 29930 25 0
27351 9327 25 0
27351 70915 25 0
77969 47573 25 0
71646 46908 25 0
50748 58973 25 0
27351 69629 25 0
27351 35580 25 0
49297 32843 25 0
27351 45978 25 0
27351 41807 25 0
14724 16150 25 0
37046 47823 25 0
49297 49448 25 0
27351 61874 25 0
14724 47842 25 0
27351 51684 25 0
67989 21238 25 0
49297 47686 25 0
27351 20142 25 0
56664 27317 25 0
27351 53544 25 0
71646 1014 25 0
71274 44608 25 0
27351 1026 25 0
27351 65264 25 0
27351 51544 25 0
27351 75088 25 0
27351 17379 25 0
27351 51544 25 0
77969 68535 25 0
14724 77381 25 0
28393 7066 25 0
44175 31302 25 0
15833 59787 25 0
77969 65581 25 0
27351 62412 25 0
77969 47561 25 0
14724 4753 25 0
27351 7601 25 0
27351 77905 25 0
36575 44608 25 0
27351 42834 25 0
27351 55005 25 0
65376 53348 25 0
27351 77496 25 0
27351 64887 25 0
56797 66211 25 0
27351 5567 25 0
49297 74880 25 0
27351 14699 25 0
71314 21325 25 0
28085 36989 25 0
46908 12507 25 0
27351 2314 25 0
27351 51544 25 0
21497 2130 25 0
27351 74522 25 0
27351 48791 25 0
77969 27937 25 0
30038 68902 26 0
27351 62938 26 0
27351 77613 26 0
27351 26767 26 0
21792 38511 26 0
62590 26193 26 0
27351 35020 26 0
10333 41482 26 0
27351 52890 26 0
27351 59873 26 0
56664 20946 26 0
29237 76834 26 0
55154 42971 26 0
27351 12606 26 0
27351 49454 26 0
71711 63163 26 0
27351 4077 26 0
27351 8370 26 0
27351 53204 26 0
27351 14100 26 0
27351 54189 26 0
20731 24780 26 0
20731 50248 26 0
27351 3916 26 0
27351 53454 26 0
27351 32717 26 0
42348 55154 26 0
27351 30629 26 0
27351 48117 26 0
42418 34129 26 0
27351 29447 26 0
27351 78562 26 0
27351 35992 26 0
27351 23980 26 0
71314 39922 26 0
10333 41482 26 0
71314 19333 26 0
27351 14550 26 0
27351 3431 26 0
27351 40459 26 0
27351 14605 26 0
27351 43040 26 0
27351 32450 26 0
27351 1360 26 0
20731 14238 26 0
27351 44956 26 0
62590 60468 26 0
27351 10327 26 0
27351 49682 26 0
27351 51627 26 0
27351 65803 26 0
27351 15067 26 0
20731 16515 26 0
24933 67144 26 0
27351 28711 26 0
27351 9971 26 0
32755 8335 27 0
27351 44386 27 0
27351 67422 27 0
279 74609 27 0
26254 27218 27 0
27351 33783 27 0
11136 26673 27 0
27351 39073 27 0
65376 39972 27 0
26254 6397 27 0
27351 37315 27 0
77969 9189 27 0
27351 6488 27 0
27351 20877 27 0
27351 40071 27 0
27351 44678 27 0
27351 41631 27 0
27351 7040 27 0
9298 53795 27 0
39790 42846 27 0
27351 49705 27 0
27351 6180 27 0
48003 56035 27 0
27351 25936 27 0
27351 62678 27 0
27351 88 27 0
27351 17230 27 0
20877 16515 27 0
27351 73471 27 0
27351 16794 27 0
27351 75848 27 0
2826 31733 27 0
48003 30895 27 0
45902 11034 27 0
27351 27475 27 0
