node_id1 node_id2 t topic
27351 28447 201 0
66011 55845 201 0
66011 70087 201 0
27351 3348 201 0
33251 39933 201 0
27351 32140 201 0
27351 39559 201 0
51631 33029 201 0
46108 48876 201 0
68363 55528 201 0
28326 3364 201 0
27351 4978 201 0
27351 71571 201 0
69195 9333 201 0
66011 31232 201 0
51631 24185 201 0
28326 22382 201 0
51631 28386 201 0
27351 72980 202 0
51631 35453 202 0
51631 43807 202 0
51631 33592 202 0
19980 38676 202 0
27351 66722 202 0
51631 65943 202 0
27351 9131 202 0
51631 37803 202 0
27351 65231 202 0
27351 65231 202 0
51631 69886 202 0
27351 42837 202 0
70891 57510 202 0
27351 27002 202 0
66011 46867 202 0
52130 21651 202 0
27351 78819 202 0
55485 17400 202 0
27351 66081 202 0
51631 47667 202 0
27351 37218 202 0
27351 56760 202 0
27351 46677 202 0
6467 72821 202 0
27351 70125 202 0
71976 51956 202 0
51631 13650 202 0
27351 40604 202 0
55485 16101 202 0
31115 28657 202 0
10210 13406 202 0
51631 20078 202 0
70891 66666 202 0
51631 74773 202 0
49164 53544 202 0
27351 25775 202 0
66169 63874 202 0
27351 42079 202 0
27351 72439 202 0
27351 72294 202 0
27351 23331 202 0
27351 46519 202 0
51631 62907 202 0
71976 7112 202 0
56764 30944 202 0
27351 1244 202 0
27351 67719 202 0
27351 21910 202 0
69195 11490 202 0
55485 27717 202 0
50748 352 202 0
67526 59885 202 0
46108 72093 202 0
44373 38977 202 0
27351 37912 202 0
28326 21572 202 0
27351 77632 202 0
10210 48717 202 0
71976 64091 202 0
27351 48003 202 0
70891 6595 202 0
27351 65231 202 0
66011 49305 202 0
10210 14823 202 0
50748 51305 202 0
20731 38075 202 0
51631 57686 202 0
51631 24059 202 0
27351 54980 202 0
67526 1808 202 0
31115 43871 202 0
19980 59981 202 0
46875 64208 202 0
10210 72553 202 0
27351 72 202 0
51631 45735 202 0
46698 21218 202 0
27351 26812 202 0
70891 52130 202 0
66011 61555 202 0
20731 43982 202 0
27351 65231 202 0
3811 31865 202 0
27351 9596 202 0
66011 37062 202 0
27351 18011 202 0
55485 71976 202 0
10210 9103 202 0
19980 64091 202 0
23812 63163 202 0
45363 20657 202 0
19980 78670 202 0
51631 22718 202 0
70891 67947 202 0
31115 47323 202 0
27351 286 202 0
45363 68318 202 0
27351 6666 202 0
46698 52253 202 0
71976 21187 202 0
27351 30895 202 0
75936 59200 202 0
27351 71145 202 0
66011 8629 202 0
19980 61224 202 0
27351 47395 202 0
27351 44956 202 0
51631 67642 202 0
55485 65594 202 0
27351 41178 202 0
27351 41807 202 0
27351 37821 202 0
28049 56971 202 0
56201 64063 202 0
27351 56970 202 0
27351 30572 202 0
51631 63163 202 0
27351 1370 202 0
27351 60194 202 0
27351 43239 202 0
17423 20989 202 0
51631 28746 202 0
45363 45338 202 0
66011 45028 202 0
34432 66919 202 0
27351 54741 202 0
28326 46816 202 0
7203 57141 202 0
52130 62912 202 0
71898 18989 202 0
55485 22034 202 0
32140 60158 202 0
51631 67947 202 0
61629 72553 202 0
27351 34482 202 0
17652 61313 202 0
28326 12429 202 0
51631 62175 202 0
56664 27340 202 0
27351 14568 202 0
34052 16110 202 0
32140 40641 202 0
27351 45228 202 0
22577 28719 202 0
71976 1857 202 0
37550 75547 202 0
69607 8628 202 0
27351 9671 202 0
24553 63163 202 0
51631 864 202 0
51631 56297 202 0
27351 71687 202 0
66011 61226 202 0
27351 20031 202 0
78669 64387 202 0
28326 46816 202 0
66011 2542 202 0
27351 42638 202 0
49529 17228 202 0
51631 62404 202 0
50798 18177 202 0
19980 40845 202 0
34432 60716 202 0
51631 64208 202 0
37550 58519 202 0
66011 30183 202 0
51631 53390 202 0
27351 38648 202 0
27351 62301 202 0
6582 1244 202 0
27351 22447 202 0
27351 17091 202 0
22577 43731 202 0
35551 38506 202 0
51631 14259 202 0
34432 73932 202 0
32140 72294 202 0
51631 43678 202 0
27351 59928 202 0
39092 14732 202 0
27351 63232 202 0
27351 67975 202 0
27351 31015 202 0
27351 58931 202 0
70891 69143 202 0
46698 47478 202 0
51631 77483 202 0
27351 65231 202 0
27351 36006 202 0
20731 43848 202 0
27351 555 202 0
27351 20046 202 0
55485 61123 202 0
27351 65231 202 0
19980 7112 202 0
51631 62161 202 0
51631 40845 202 0
27351 27948 202 0
49347 36750 202 0
27351 64888 202 0
27351 51668 202 0
27351 3100 202 0
37550 67750 202 0
70891 46943 202 0
27351 48649 202 0
78669 60955 202 0
61240 63020 202 0
46242 59885 202 0
28326 21572 202 0
27351 22433 202 0
27351 18981 202 0
27351 41807 202 0
27351 49527 202 0
78669 49479 202 0
28326 30016 202 0
27351 56235 202 0
27351 41222 202 0
46698 44738 202 0
55485 53153 202 0
46108 74478 202 0
27351 64619 202 0
66011 23644 202 0
74098 27596 202 0
52130 30522 202 0
19980 56498 202 0
27351 58501 202 0
27351 31477 202 0
66011 61073 202 0
51631 46062 202 0
10210 45760 202 0
27351 5873 202 0
27351 62991 202 0
11375 7575 202 0
25886 43871 202 0
29181 52847 202 0
27351 47675 202 0
27351 37514 202 0
27351 30793 202 0
52130 3300 202 0
27351 53387 202 0
37291 32792 202 0
8024 66722 202 0
51631 46875 202 0
46875 64208 202 0
10210 38273 202 0
51631 52754 202 0
51631 45283 202 0
51631 17744 202 0
27351 49214 202 0
51631 7166 202 0
27351 65231 202 0
27709 56460 202 0
55485 65728 202 0
78669 17915 202 0
67526 40549 202 0
27351 53849 202 0
46108 3348 202 0
27351 77360 202 0
17423 31278 202 0
51631 42663 202 0
22577 30016 202 0
27351 34849 202 0
69607 70191 202 0
55485 64208 202 0
28326 78670 202 0
66169 55619 202 0
9546 70005 202 0
34974 40845 202 0
51631 20862 202 0
27351 41015 202 0
28326 40568 202 0
66011 26691 202 0
26924 46519 202 0
55485 36135 202 0
27351 52017 202 0
27351 33623 202 0
27351 33016 202 0
51631 39068 202 0
37550 16110 202 0
51631 76034 202 0
66011 55206 202 0
19980 21218 202 0
50798 70981 202 0
28326 74955 202 0
51631 42259 202 0
25886 70625 202 0
19980 69707 202 0
19980 35954 202 0
28326 28386 202 0
28326 59885 202 0
27351 43933 202 0
32643 63163 202 0
71976 50143 202 0
27351 65231 202 0
70891 6595 202 0
27351 58821 202 0
55485 38290 202 0
69607 49934 202 0
46108 56099 202 0
27351 42806 202 0
27351 68207 202 0
20731 50248 202 0
27351 50009 202 0
28326 16110 202 0
55485 27716 202 0
64208 68318 202 0
51631 26280 202 0
27351 32140 202 0
46108 74921 202 0
51631 29202 202 0
69262 64652 202 0
10210 8810 202 0
51631 21187 202 0
22470 3849 202 0
37550 23647 202 0
27351 57265 202 0
46108 9242 202 0
30016 946 202 0
27351 23772 202 0
19980 75546 202 0
31115 72294 202 0
27351 33253 202 0
55485 58519 202 0
57249 19600 202 0
71976 68318 202 0
71976 57922 202 0
40625 21579 202 0
27351 28478 202 0
27351 65231 202 0
27351 13650 202 0
27351 71161 202 0
27351 65231 202 0
51631 55320 202 0
23783 70874 202 0
3811 43965 202 0
26564 26456 202 0
10210 76089 202 0
66169 62175 202 0
27351 22528 202 0
27351 75189 202 0
51631 70981 202 0
26924 5873 202 0
27351 11909 202 0
28326 74955 202 0
27351 29812 202 0
46108 65273 202 0
27351 18446 202 0
27351 65231 202 0
19980 73805 202 0
27351 50929 202 0
27351 20062 202 0
31115 63020 202 0
27351 65231 202 0
71976 64609 202 0
39092 37808 202 0
77020 16036 202 0
27351 7089 202 0
25889 11320 202 0
51631 31251 202 0
55485 49667 202 0
27351 407 202 0
27351 58662 202 0
27351 39557 202 0
45363 55606 202 0
27351 27783 202 0
27351 26280 202 0
66011 38595 202 0
27351 39282 202 0
27351 7252 202 0
27351 78189 202 0
55485 63874 202 0
27351 55989 202 0
27351 20745 202 0
17652 34064 203 0
25970 18507 203 0
46644 4000 203 0
25970 62493 203 0
25970 18536 203 0
17652 26518 203 0
68618 68799 203 0
25970 46542 203 0
25970 26518 203 0
51631 21142 203 0
55485 44237 203 0
27351 76606 203 0
26050 18717 203 0
56664 32790 203 0
46698 67296 203 0
17652 50603 203 0
17652 22005 203 0
28326 43138 203 0
51631 37349 203 0
27351 72808 203 0
17652 62156 203 0
50664 9182 203 0
28326 31622 203 0
47450 46395 203 0
27351 58662 203 0
25970 72686 203 0
46698 16994 203 0
25970 22634 203 0
17652 54053 203 0
27351 20666 203 0
56664 69672 203 0
27351 78618 203 0
28326 69388 203 0
55485 77494 203 0
49347 29115 203 0
55485 70520 203 0
28326 66447 203 0
58027 70168 203 0
27351 19406 203 0
17652 74832 203 0
17652 50504 203 0
27351 53310 203 0
28326 13577 203 0
27351 36577 203 0
44348 75546 203 0
19956 61949 203 0
40179 62791 203 0
25970 75154 203 0
17652 47366 203 0
25970 21615 203 0
28326 24822 203 0
27351 44956 203 0
46644 51523 203 0
30016 34144 203 0
28326 58051 203 0
26050 70017 203 0
28326 43165 203 0
27351 24565 203 0
55485 63645 203 0
27351 3897 203 0
17652 55900 203 0
25970 68192 203 0
55485 41516 203 0
56664 35243 203 0
27351 64630 203 0
77872 71646 203 0
27351 38203 203 0
28326 51408 203 0
51647 58266 203 0
27351 31235 203 0
28326 10211 203 0
28326 32212 203 0
78669 31841 203 0
27351 15274 203 0
56664 2737 203 0
19980 22840 203 0
17652 52897 203 0
27351 46290 203 0
28326 70725 203 0
28326 22164 203 0
52130 71807 203 0
51631 57986 203 0
48998 61436 203 0
17652 59014 203 0
45363 5551 203 0
45287 10527 203 0
45333 55428 203 0
51631 29370 203 0
27351 55415 203 0
17652 30936 203 0
25970 4115 203 0
10210 71426 203 0
48998 24558 203 0
28326 66349 203 0
19956 47737 203 0
27351 32566 203 0
66998 70788 203 0
27351 72101 203 0
25970 12060 203 0
25970 47561 203 0
28326 29012 203 0
25970 22395 203 0
55485 70256 203 0
55485 66490 203 0
25970 67947 203 0
28326 59233 203 0
25970 8488 203 0
77872 22005 203 0
51631 28978 203 0
17652 31647 203 0
25970 38378 203 0
17652 18563 203 0
28326 13531 203 0
25970 63119 203 0
69607 48912 203 0
66169 40824 203 0
26050 18219 203 0
46644 5323 203 0
26050 63400 203 0
49662 28022 203 0
46698 26456 203 0
77444 56582 203 0
30016 25351 203 0
27351 5674 203 0
28326 35369 203 0
25970 16424 203 0
50798 30944 203 0
27351 53290 203 0
32790 35243 203 0
25970 57929 203 0
46644 39674 203 0
45902 27775 203 0
27351 18129 203 0
27351 64871 203 0
25970 22523 203 0
27351 37371 203 0
58027 1172 203 0
17652 40189 203 0
51631 67477 203 0
77872 20031 203 0
52130 55900 203 0
17652 24558 203 0
56664 35468 203 0
25970 333 203 0
55485 69145 203 0
27351 13835 203 0
55485 3937 203 0
40179 18717 203 0
19071 34229 203 0
51631 78745 203 0
28326 74322 203 0
70891 8706 203 0
25970 75173 203 0
2539 29115 203 0
17652 22598 203 0
25970 60207 203 0
25970 14513 203 0
27351 78618 203 0
27351 36932 203 0
51631 66796 203 0
51631 17289 203 0
78669 50872 203 0
69607 23768 203 0
49662 9490 203 0
25970 13650 203 0
71976 45270 203 0
19956 62791 203 0
47450 72593 203 0
26050 62791 203 0
52556 73551 203 0
56664 32790 203 0
51631 77365 203 0
17652 47527 203 0
27351 78618 203 0
46644 55596 203 0
28326 69023 203 0
28326 24622 203 0
51631 65801 203 0
51631 55900 203 0
77020 32883 203 0
25970 63101 203 0
52130 66476 203 0
27351 38641 203 0
28326 67593 203 0
17652 65801 203 0
28326 55900 203 0
40179 49326 203 0
28326 23835 203 0
32790 35243 203 0
46698 17400 203 0
27351 10347 203 0
25970 69520 203 0
17652 53859 203 0
25970 2539 203 0
27351 15304 203 0
55485 53153 203 0
25970 31622 203 0
46644 72593 203 0
27351 53318 203 0
66169 41516 203 0
56664 13586 203 0
17652 40572 203 0
26564 46698 203 0
45363 29370 203 0
55485 36820 203 0
65937 75847 203 0
25970 76257 203 0
52130 62473 203 0
49662 71739 203 0
58027 66711 203 0
55485 21844 203 0
17652 6181 203 0
52130 51235 203 0
68618 27900 203 0
51631 19188 203 0
40179 5551 203 0
17652 69705 203 0
49662 29327 203 0
46698 66490 203 0
27351 10347 203 0
46698 21844 203 0
25970 40505 203 0
45902 24565 203 0
55485 70520 203 0
51631 76347 203 0
27351 76606 203 0
51631 8840 203 0
25970 24558 203 0
55485 21269 203 0
51631 72186 203 0
27351 26411 203 0
25970 57462 203 0
25970 22844 203 0
19071 30256 203 0
27351 64387 203 0
76034 18219 203 0
25970 38760 203 0
17652 74837 203 0
17652 23415 203 0
27351 44776 203 0
33655 76347 203 0
27351 52998 203 0
17652 59039 203 0
55485 32868 203 0
78669 39927 203 0
17652 700 203 0
25970 69257 203 0
17652 46875 203 0
45902 24101 203 0
27351 9229 203 0
78669 65030 203 0
25970 13829 203 0
66169 35174 203 0
49662 17992 203 0
28326 26105 203 0
27351 53290 203 0
17652 73832 203 0
28326 61072 203 0
26050 72929 203 0
25970 15597 203 0
34432 35314 203 0
51631 56329 203 0
46360 40750 203 0
30016 32082 203 0
49662 50642 203 0
25970 10006 203 0
25970 23570 203 0
51631 14328 203 0
66011 32913 203 0
25970 37714 203 0
10210 5882 203 0
27351 51132 203 0
77872 14430 203 0
27351 65320 203 0
51631 66476 203 0
55485 40572 203 0
56664 32790 203 0
27351 39021 203 0
28326 31622 203 0
15175 75546 203 0
66169 40568 203 0
27351 75816 203 0
51631 18717 203 0
23230 49591 203 0
45902 19348 203 0
69195 73549 203 0
17652 20656 203 0
27351 78840 203 0
17652 42128 203 0
28326 46890 203 0
28326 7987 203 0
17652 70017 203 0
28326 68880 203 0
17652 13531 203 0
17652 22865 203 0
77872 34794 203 0
50798 71196 203 0
45333 21413 203 0
25970 13039 203 0
34257 11649 203 0
56664 35243 203 0
46108 50056 203 0
46644 36086 203 0
5178 5882 203 0
26050 63163 203 0
40179 64766 203 0
17652 67375 203 0
27351 47229 203 0
66169 21764 203 0
27351 11289 203 0
51631 29687 203 0
25970 70017 203 0
28326 65614 203 0
25970 22005 203 0
45363 40750 203 0
51631 36991 203 0
26050 72654 203 0
25970 24747 204 0
25970 62156 204 0
17652 32012 204 0
25970 67155 204 0
34257 75540 204 0
26186 27119 204 0
25970 21273 204 0
25970 34360 204 0
56664 23440 204 0
25970 23170 204 0
40625 19903 204 0
34257 71315 204 0
27351 32146 204 0
45363 47478 204 0
46108 50923 204 0
52130 55268 204 0
56664 32790 204 0
40625 45666 204 0
17652 25623 204 0
51631 31581 204 0
46698 31086 204 0
49662 42639 204 0
26749 34487 204 0
27351 56864 204 0
25970 43009 204 0
25541 44608 204 0
17652 60986 204 0
28326 28999 204 0
17652 11188 204 0
68535 58728 204 0
17652 21413 204 0
26050 21413 204 0
67526 67717 204 0
55485 73899 204 0
28326 70660 204 0
32790 28633 204 0
17652 39159 204 0
69195 21413 204 0
25970 71640 204 0
25970 77530 204 0
27351 66331 204 0
25970 45084 204 0
25970 40677 204 0
27351 36742 204 0
64723 68501 204 0
27351 36089 204 0
28326 49742 204 0
25970 33826 204 0
55485 67066 204 0
25970 54217 204 0
69607 26920 204 0
50798 39159 204 0
27351 15490 204 0
25970 14915 204 0
76034 27119 204 0
4160 32790 204 0
58280 28266 204 0
58280 46999 204 0
56664 28083 204 0
51631 66774 204 0
27351 9319 204 0
25970 12697 204 0
56664 22199 204 0
25970 28093 204 0
25970 10665 204 0
55485 34444 204 0
72286 74938 204 0
51631 60986 204 0
55485 30182 204 0
25970 68919 204 0
17652 49742 204 0
17652 78126 204 0
19071 64961 204 0
58027 53791 204 0
52130 66043 204 0
51631 16107 204 0
17652 37305 204 0
27351 8963 204 0
58027 47906 204 0
25970 39621 204 0
46108 45500 204 0
36086 40609 204 0
55485 66043 204 0
55485 4433 204 0
30010 8607 204 0
25970 50257 204 0
56664 22199 204 0
55485 24942 204 0
67526 21187 204 0
46108 33122 204 0
67526 74737 204 0
17652 41698 204 0
28326 76035 204 0
4160 26812 204 0
17652 4756 204 0
28326 46385 204 0
71976 32715 204 0
17652 41275 204 0
25970 3975 204 0
17652 62036 204 0
48998 63548 204 0
17652 50698 204 0
27351 22174 204 0
55485 38189 204 0
49662 52897 204 0
55900 68799 204 0
58302 62468 204 0
49662 75503 204 0
27351 41096 204 0
25970 48094 204 0
32790 44674 204 0
66169 66944 204 0
25970 53964 204 0
51631 37305 204 0
45333 44608 204 0
55485 74104 204 0
25970 34532 204 0
56664 22199 204 0
67526 10665 204 0
25970 77778 204 0
40625 20212 204 0
5121 9791 204 0
17652 43287 204 0
67526 63988 204 0
27351 53260 204 0
30016 8961 204 0
28326 28386 204 0
27351 78124 204 0
25970 21374 204 0
19071 5798 204 0
77872 33862 204 0
45333 77114 204 0
25970 40824 204 0
25970 67365 204 0
55485 66774 204 0
77872 55900 204 0
49662 77286 204 0
17652 33311 204 0
25970 37760 204 0
25970 34994 204 0
51631 62549 204 0
55485 42124 204 0
17652 59469 204 0
25970 24952 204 0
22577 43180 204 0
25970 23098 204 0
25970 28742 204 0
25970 59267 204 0
40625 73376 204 0
67526 21187 204 0
31758 29034 204 0
28326 67717 204 0
28326 75355 204 0
58027 22271 204 0
46108 57551 204 0
46644 42923 204 0
17652 56047 204 0
34332 67549 204 0
46108 28156 204 0
51631 75503 204 0
25970 47780 204 0
28326 7616 204 0
17652 16267 204 0
19980 5201 204 0
51631 58542 204 0
51631 21771 204 0
28326 74714 204 0
27351 25218 204 0
25970 71619 204 0
55900 42325 204 0
17652 57515 204 0
25970 35734 204 0
28326 32715 204 0
27351 46584 204 0
6182 20108 204 0
17652 31086 204 0
25970 860 204 0
17652 68533 204 0
58027 66444 204 0
56664 9981 204 0
55485 33349 204 0
51631 78126 204 0
58027 70590 204 0
32790 23866 204 0
45902 292 204 0
19980 23008 204 0
67526 74737 204 0
25970 78229 204 0
28326 42124 204 0
69195 70017 204 0
28326 31215 204 0
25970 42918 204 0
25970 56439 204 0
17652 31622 204 0
25970 14248 204 0
66169 32715 204 0
67526 33826 204 0
56664 28083 204 0
25970 44707 204 0
46108 45901 204 0
55900 9210 204 0
46108 78055 204 0
25970 57711 204 0
17652 62382 204 0
17239 57303 204 0
55485 74104 204 0
66169 58542 204 0
17652 74478 204 0
52130 28653 204 0
46108 60605 204 0
46108 47754 204 0
55485 37305 204 0
67526 1840 205 0
25970 59969 205 0
55485 76280 205 0
55485 34287 205 0
60638 8865 205 0
51631 783 205 0
78669 73644 205 0
17652 44279 205 0
56242 23647 205 0
17652 22196 205 0
25970 35722 205 0
28326 75663 205 0
51631 26322 205 0
28326 6584 205 0
19980 73904 205 0
25970 9160 205 0
17652 54753 205 0
55485 45937 205 0
71274 40677 205 0
18517 14558 205 0
27351 13234 205 0
8 26786 205 0
25970 38773 205 0
26795 42101 205 0
55485 62229 205 0
28326 56047 205 0
27351 9637 205 0
51631 56047 205 0
28326 57828 205 0
69195 37646 205 0
27351 65234 205 0
17652 37646 205 0
27351 4399 205 0
40800 7672 205 0
27351 3396 205 0
55485 16993 205 0
17286 52731 205 0
55485 7962 205 0
55485 76383 205 0
28326 38065 205 0
17652 69498 205 0
6821 50257 205 0
25970 38687 205 0
55485 42124 205 0
76034 737 205 0
46875 60796 205 0
17652 66486 205 0
56664 32369 205 0
28326 71040 205 0
17652 52731 205 0
46875 34287 205 0
27351 75128 205 0
6821 62614 205 0
25970 51164 205 0
25970 62614 205 0
25970 77113 205 0
17652 62655 205 0
51631 16267 205 0
11781 7962 205 0
27351 27585 205 0
5073 46508 205 0
25970 27728 205 0
25970 5406 205 0
28326 52682 205 0
19980 28550 205 0
67526 7962 205 0
17652 62695 205 0
17652 6455 205 0
55485 77902 205 0
20731 74283 205 0
27351 10373 205 0
17652 75663 205 0
25970 59062 205 0
27351 68897 205 0
56242 62614 205 0
51631 38773 205 0
26749 45559 205 0
27351 35992 205 0
56242 40353 205 0
21775 20833 205 0
27351 4291 205 0
28326 37760 205 0
27351 51881 205 0
25970 7962 205 0
27351 3396 205 0
32140 35618 205 0
28326 70461 205 0
25970 54447 205 0
28326 4843 205 0
25970 21026 205 0
27351 14523 205 0
17652 41634 205 0
3811 52278 205 0
51631 62614 205 0
17652 46023 205 0
27351 71108 205 0
28326 3761 205 0
28326 20414 205 0
25970 24311 205 0
55900 26316 205 0
51619 48862 205 0
6821 7866 205 0
28326 31039 205 0
25970 71274 205 0
55485 62229 205 0
77872 68183 205 0
28326 71365 205 0
22993 52320 205 0
6821 33050 205 0
17652 71040 205 0
51631 27252 205 0
17652 6203 205 0
17652 4000 206 0
55485 4000 206 0
25970 24207 206 0
27351 70813 206 0
27351 59740 206 0
25970 63645 206 0
25970 5762 206 0
27351 37806 206 0
11540 27025 206 0
25970 15281 206 0
27351 65030 206 0
25970 7066 206 0
19980 7066 206 0
69789 62492 206 0
66011 72697 206 0
74889 38506 206 0
10210 30415 206 0
66109 66681 206 0
17652 47243 206 0
19980 7962 206 0
25970 15502 206 0
69195 78823 206 0
33653 76443 206 0
19980 65802 206 0
45902 70488 206 0
69789 7066 206 0
55485 78021 206 0
67526 68238 206 0
69195 50309 206 0
52130 43548 206 0
19980 3761 206 0
70891 62614 206 0
52780 7962 206 0
25970 57644 206 0
28326 55159 206 0
60527 44481 206 0
69195 64246 206 0
25970 72593 206 0
55485 11114 206 0
52411 69560 207 0
35551 13575 207 0
26050 13575 207 0
27351 66359 207 0
68613 62176 207 0
17652 23203 207 0
52780 62492 207 0
55485 46662 207 0
17652 14587 207 0
25970 68892 207 0
17652 78704 207 0
20677 6180 207 0
59711 18310 207 0
52780 60527 207 0
55485 68580 207 0
21064 7060 207 0
46875 15869 207 0
62626 18310 207 0
22577 9770 207 0
25970 62039 207 0
77969 15869 207 0
25970 52704 207 0
11772 38506 207 0
19980 38506 207 0
5632 15869 207 0
19980 205 207 0
25970 32089 207 0
27351 68475 207 0
28495 71550 207 0
19980 60527 207 0
28326 52704 207 0
25970 60527 207 0
26050 7962 207 0
25970 8989 207 0
55485 8294 208 0
55485 5690 208 0
28326 70589 208 0
51631 30329 208 0
27856 4156 208 0
49662 74387 208 0
28326 15879 208 0
25970 30329 208 0
21064 57361 208 0
27351 7454 208 0
28326 74055 208 0
17652 5690 209 0
52130 73062 209 0
27351 9622 209 0
27351 4214 209 0
45363 15766 209 0
17652 32307 209 0
27351 44615 209 0
11114 67886 209 0
27351 8870 209 0
27351 28890 209 0
78669 73860 209 0
17652 72593 209 0
27351 21824 209 0
27351 8720 209 0
52130 48943 210 0
55485 36273 210 0
48998 14801 210 0
68213 65842 210 0
28326 39266 210 0
27351 45396 210 0
27351 61274 210 0
11772 60798 210 0
52130 32658 210 0
27351 68899 210 0
27351 45396 210 0
76640 61307 210 0
28326 36676 210 0
28326 45996 210 0
17652 14801 210 0
28326 16208 210 0
27351 21121 210 0
27351 55161 210 0
76640 49742 210 0
27351 75720 210 0
27351 51811 210 0
68213 65842 210 0
27351 33156 210 0
27351 45996 210 0
27351 457 210 0
76640 77621 210 0
27351 10157 210 0
9988 22604 210 0
17652 48943 210 0
27351 58877 210 0
46108 25123 210 0
32946 57752 210 0
9988 73860 210 0
41221 21413 210 0
11772 5406 210 0
28326 4256 210 0
9988 1692 210 0
17652 51584 210 0
27351 26421 210 0
17652 26984 210 0
11540 52776 211 0
27351 10257 211 0
55485 35471 211 0
52780 51703 211 0
27351 65231 211 0
27351 1853 211 0
27351 63566 211 0
27351 19138 211 0
17652 24834 211 0
76640 54332 211 0
55485 16361 211 0
46108 57959 211 0
27351 68735 211 0
27351 65231 211 0
27351 42908 211 0
28326 9850 211 0
32128 45382 211 0
25970 32843 211 0
17652 73733 211 0
21064 39017 211 0
25970 16361 211 0
27351 33484 211 0
27351 65689 211 0
17652 68305 211 0
17652 7619 211 0
52780 70283 211 0
27351 73471 211 0
27351 65689 211 0
69607 57686 211 0
27351 65231 211 0
27351 65231 211 0
46108 59647 211 0
11772 63163 211 0
39832 59936 211 0
19980 29284 211 0
67885 43188 211 0
25970 77796 211 0
70759 6403 211 0
27351 49424 211 0
27351 65231 211 0
27351 74387 211 0
17652 27423 211 0
27351 76877 211 0
40373 44251 211 0
68511 21556 211 0
11772 59936 211 0
2278 51688 211 0
27351 39432 211 0
78669 23402 211 0
17652 45920 211 0
27351 59970 211 0
52780 71522 211 0
20874 21121 211 0
1003 31848 211 0
27351 1239 211 0
59835 70283 211 0
27351 29171 211 0
45902 72120 211 0
27351 61722 211 0
52780 56237 211 0
9988 10257 211 0
59835 6403 211 0
11772 64032 211 0
28326 12496 211 0
27351 28324 211 0
28326 16361 211 0
27351 53227 211 0
27351 3288 211 0
55485 12830 211 0
27351 73532 211 0
17652 57686 211 0
27351 65231 211 0
69088 51688 211 0
52780 66722 211 0
27351 65231 211 0
27351 71155 211 0
27351 65231 211 0
19980 54332 211 0
27351 45731 211 0
27351 44177 211 0
9988 73532 211 0
27351 549 211 0
27351 68329 211 0
76640 24731 211 0
50745 51688 211 0
17652 16361 211 0
27351 69992 211 0
17652 61506 211 0
52780 42067 211 0
27351 76830 211 0
69607 40734 211 0
27351 65231 211 0
38315 76738 212 0
27351 68997 212 0
51631 70567 212 0
46875 55590 212 0
27351 61165 212 0
30176 24604 212 0
52780 42124 212 0
50798 27818 212 0
74662 76738 212 0
39832 75547 212 0
17652 76937 212 0
27351 20877 212 0
27351 42185 212 0
76640 74325 212 0
17652 21422 212 0
17652 51164 212 0
70670 14127 212 0
27351 5544 212 0
277 51388 212 0
40246 52087 212 0
27351 52059 212 0
7619 27440 212 0
47585 63548 212 0
27351 72439 212 0
25970 39732 212 0
67325 40805 212 0
27351 73407 212 0
17652 430 212 0
51631 78045 212 0
46108 24202 212 0
69607 65327 212 0
11772 27818 212 0
14201 44669 212 0
27351 3231 212 0
27351 58147 212 0
14201 48912 212 0
47585 19295 212 0
27351 53318 212 0
17652 13251 212 0
55900 78848 212 0
27351 72259 212 0
17652 828 212 0
32140 32957 212 0
55485 56724 212 0
27351 11698 212 0
51631 30182 212 0
27351 45097 212 0
44669 57102 212 0
51631 1952 212 0
51631 70611 212 0
17652 2299 212 0
27351 48620 212 0
25541 76738 212 0
30122 31930 212 0
9988 55042 212 0
27351 7073 212 0
27351 18161 212 0
45844 6814 212 0
27351 17201 212 0
61131 61131 212 0
27351 6655 212 0
17652 28321 212 0
47585 41830 212 0
27351 47685 212 0
47585 57646 212 0
27351 56139 212 0
27351 19221 212 0
27351 9997 212 0
17652 67649 212 0
27351 25725 212 0
39092 38517 212 0
14201 57102 212 0
25970 29280 212 0
27351 31357 212 0
17652 65835 212 0
69195 24876 212 0
17652 35652 212 0
55485 67649 212 0
17652 45978 212 0
17652 64148 212 0
14201 73958 212 0
17652 5911 212 0
27351 61131 212 0
27351 23966 212 0
48998 2299 212 0
17652 49536 212 0
76640 27818 212 0
4958 73958 212 0
17652 78825 212 0
17652 40256 212 0
27351 44956 212 0
54397 51462 212 0
59262 74710 212 0
27351 37102 212 0
2975 70604 212 0
46108 39611 212 0
36086 54037 212 0
27351 3973 212 0
27351 64769 212 0
11772 45147 212 0
67526 40824 212 0
70891 72874 212 0
7619 70567 212 0
27351 19308 212 0
17652 9349 212 0
69607 31251 212 0
27351 60986 212 0
27351 34308 212 0
27351 41893 212 0
27351 57156 212 0
28326 69888 212 0
17652 37217 212 0
11772 67395 212 0
76640 874 212 0
30122 75666 212 0
22577 34826 212 0
40625 22650 212 0
60722 60722 212 0
11772 39248 213 0
17652 73958 213 0
51631 59519 213 0
11772 70229 213 0
76640 57560 213 0
70759 49120 213 0
67526 22098 213 0
77872 1531 213 0
27351 21145 213 0
38227 27730 213 0
25970 1044 213 0
34432 65504 213 0
58302 71492 213 0
75394 40641 213 0
17492 37309 213 0
47355 49705 213 0
77130 37309 213 0
55485 66357 213 0
17652 47 213 0
