nodeId	Info1	Info2
5717	Uma Ferramenta para Análise de Sentimentos em Redes Sociais Utilizando o SenticNet	2013
5718	A Lei de Acesso à Informação brasileira e os desafios tecnológicos dos dados abertos governamentais	2013
5719	Simulação Computacional para Avaliação de Cenários sobre a Reciclagem de Resíduos Sólidos Urbanos e o seu Impacto na Economia de Energia	2013
5720	Um Algoritmo Genético para Seleção de Portfólio de Investimentos com Restrições de Cardinalidade e Lotes-Padrão	2013
5721	Uma Avaliação de Ferramentas para Testes em Sistemas de Informação Móveis baseada no Método DMADV	2013
5722	Provimento de Informações sobre Transporte Público Urbano para Empresas Concessionárias: Simulação e Avaliação Apoiada por um Sistema Multi-agentes	2013
5723	Um estudo de caso sobre a avaliação energética de software como uma contribuição à Computação Verde	2013
5724	Uma Taxonomia Ontológica para a Classificação de Estudos em Informática Médica	2013
5725	Gestão de Processos para o Gerenciamento de Redes de Circuitos Dinâmicos	2013
5726	Aprendendo Contexto para Adaptar Processo	2013
5727	Uma abordagem Baseada em Agentes de Apoio à Gestão de Projetos de Software	2013
5728	Uma Estratégia de Alocação da Etapa de Requisitos como Apoio ao Gerenciamento de Projetos em Desenvolvimento Distribuído de Software	2013
5729	MD-UTS: Um Modelo para Desenvolvimento de Sistemas Ubíquos de Transporte	2013
5730	Características dos Serviços de Computação em Nuvem Usados por Organizações Brasileiras	2013
5731	Verification of Workflow Specifications in UML Using Automated Transformations to WF-nets	2013
5732	Discovering Local and Global Co-Location Patterns in Trajectories with Different Properties	2013
5733	Um método para identificar regras de associação utilizando somente os logs de acesso de um servidor web	2013
5734	Uma abordagem baseada em mineração de dados para apoio ao ciclo de vida de projetos de pesquisa e inovação	2013
5735	Proposta de um Algoritmo para Indução de Árvores de Classificação para Dados Desbalanceados	2013
5736	Evaluating the Influence of Missing Data on Classification Algorithms in Data Mining Applications	2013
5737	Heurísticas para Visualização de Dados	2013
5738	JointOLAP – Sistema de Informação para Exploração Conjunta de Dados Estruturados e Textuais: Um estudo de caso no setor elétrico	2013
5739	Uso de Aprendizado de Máquina para a Classificaçãao de Documentos do Exército Brasileiro	2013
5740	Estudos de caso de aplicativos móveis no governo brasileiro	2013
5741	A Legislação sobre Internet no Brasil: Projetos, Leis e as Questões de Liberdade e Privacidade	2013
5742	Conferência Eletrônica de Dados Cadastrais Governamentais por Critérios Qualitativos	2013
5743	Evolução de software livre baseada em métricas de qualidade: Um estudo de caso	2013
5744	Evaluating CPI and SPI Indicators in Project Management Maturity Evolution	2013
5745	Estendendo o Framework JAMDER para Suporte à Implementação de Sistemas Multi-Agente Normativos	2013
5746	Argumentation-Based Risk Management	2013
5747	Analysing Variability Management in BPM and SPL: A Knowledge Mapping	2013
5748	Controle do Ambiente de Integração de Sistemas em um Órgão Público	2013
5749	Requisitos para Ferramentas de Migração de Dados	2013
5750	Adaptação e Manutenção de Sistemas Integrados de Gestão apoiados pela Programação Orientada a Aspectos	2013
5795	Sistema para roteamento de veículos capacitados aplicando Métodos de Monte Carlo	2015
5796	Avaliação de um Modelo de Maturidade para Governança Ágil em TIC usando Focus Group	2015
5797	Aplicação da otimização por colônia de formigas ao problema de múltiplos caixeiros viajantes no atendimento de ordens de serviço nas empresas de distribuição de energia elétrica	2015
5798	Learning Difficulties in Computing Courses: Cognitive Processes Assessment Methods Research and Application	2015
5799	Uma Ferramenta para Busca Não Estruturada em Código AspectJ	2015
5800	Auto-parametrização do GRASP com Path-Relinking no agrupamento de dados com F-Race e iterated F-Race	2015
5801	GiveMe Views: uma ferramenta de suporte a evolução de software baseada na análise de dados históricos	2015
5802	Aplicações Android de Realidade Aumentada em Arquitetura Extensível, Flexível e Adaptável	2015
5803	Waldo: Serviço para Publicação e Descoberta de Produtores de Dados para Middleware de Cidades Inteligentes	2015
5804	Uma Arquitetura de Referência para Plataforma de Crowdsensing em Smart Cities	2015
5805	Predição de Rankings de Artistas por Meio de Regressão	2015
5806	Recomendação de Conteúdos Multimídia em Ambientes de Convergência Digital: Uma Abordagem Baseada em Mineração de Dados e Web Semântica	2015
5807	Um Modelo de Recomendação de Arquivos para Sistemas de Armazenamento em Nuvem	2015
5808	Sistema de Previsão do Tempo de Chegada dos Ônibus Baseado em Dados Históricos Utilizando Modelos de Regressão	2015
5809	Avaliação do comportamento de consumidores no processo de decisão de compra no M-Commerce e no E-Commerce	2015
5810	Um Sistema de Predição de Relacionamentos em Redes Sociais	2015
5811	Avaliação de características que influenciam nos votos de utilidade de opiniões sobre serviços em Português	2015
5812	Avaliação de Técnicas de Mineração de Dados para Predição de Desligamentos em Sistemas Elétricos de Potência	2015
5813	Um Método Não Supervisionado para o Povoamento de Ontologias a partir de Fontes Textuais na Web	2015
5814	Projeto e implementação do framework Outer-tuning: auto sintonia e ontologia para bancos de dados relacionais	2015
5815	Aplicação de Descoberta de Conhecimento em Bases de Dados na Estimativa da Evapotranspiração: um Experimento no Estado do Rio de Janeiro	2015
5816	Metodologia de Geração de Plataforma de Inteligência de Negócios para Comissões de Avaliação de Universidade	2015
5817	Mineração de regras de associação temporais quantitativas por meio de algoritmo genético	2015
5818	Aprendizado de Máquina em Sistemas de Recomendação Baseados em Conteúdo Textual: Uma Revisão Sistemática	2015
5819	Projeto e implementação de uma rede neural artificial para detecção do mal-posicionamento rotacional de dedos em dispositivos de captura de impressões digitais multivista sem toque	2015
5820	Um estudo comparativo das estratégias de fusão no nível de característica para Sistemas Biométricos Multimodais baseados em face e íris	2015
5821	Influences of Organizational Culture in the Adoption of Agile Methodologies in Information Systems Development A Systematic Mapping	2015
5822	Amadurecimento, Consolidação e Performance de SGBDs NoSQL - Estudo Comparativo	2015
5823	Extração de Ontologias a partir de Histórias: um estudo exploratório em storytelling	2015
5824	Indoor location systems in emergency scenarios - A Survey	2015
5825	Melhoria de Processos de Software sob a Perspectiva dos Vieses Cognitivos: Uma Análise de Múltiplos Casos	2015
5826	Governança de Dados em Organizações Brasileiras	2015
5827	Análise de Rede de Colaboração Científica como Ferramenta na Gestão de Programas de Pós-graduação	2015
5828	Uma Abordagem de Gerenciamento de Conflitos Metacognitivos Sensível a Contexto para Sistemas Colaborativos	2015
5829	Apoio Automatizado ao Planejamento de Sprints em Projetos Scrum	2015
5830	Proposta de Modelo de Segurança Simplificado para Pequenas e Médias Empresas	2015
5831	Análise dos Desafios para Estabelecer e Manter Sistema de Gestão de Segurança da Informação no Cenário Brasileiro	2015
5832	Investigação sobre a Ausência de Validação nos Métodos Empregados para Quantificar Segurança da Informação	2015
5833	Um Processo Criativo de Elicitação de Contextos para Sistemas Sensíveis ao Contexto	2015
5834	A Risk Management Approach for Software Product Line Engineering	2015
5835	Gestão de Regras de Autorização Usando Modelo Conceitual	2015
5836	Co-Occurrence of Design Patterns and Bad Smells in Software Systems: An Exploratory Study	2015
5837	Adaptação de um Checklist para Análise de Transparência de Software em Sites	2015
5838	Arquitetura de Compartilhamento Transparente de Conteúdos Entre Dispositivos Móveis em Redes Oportunistas	2015
5839	Características da adoção de software de código aberto: Um estudo sobre o setor de tecnologia da informação de Minas Gerais	2015
5840	Manejo Tecnológico de Lavouras Através de Dispositivos Móveis e Agricultura de Precisão	2015
5841	Um Método Não Supervisionado para o Povoamento de Ontologias a partir de Fontes Textuais na Web	2015
5842	Tomada de Decisão na Administração Pública Apoiada pela Descoberta de Conhecimento: Um Estudo de Caso em Gestão de Projetos	2015
5843	Uma Análise de Instrumentos para Avaliar a Aderência ao Nível 2 do TMMi em Pequenas empresas	2015
5844	Uso de âncoras verbais em sistema fuzzy para facilitar a criação de mapas estratégicos iniciais: um estudo de caso	2015
5845	Avaliação do Nível de Maturidade em Teste de Software em Micro e Pequenas Empresas do Estado de Goiás	2015
5846	Avaliação do uso da plataforma de criação de prontuários eletrônicos SANA para especialistas de saúde básica	2015
5847	A Case Study on the Usage of the Value Blueprint for Ecosystem Design	2015
5848	Restrições no uso da Informação de Chão de Fabrica na Gestão de Manutenção	2015
5849	Experimentação na Indústria para Aumento da Efetividade da Construção de Procedimentos ETL em um Ambiente de Business Intelligence	2015
5850	Um Estudo Sistemático sobre Abordagens para lidar com a Evolução e Customização de Sistemas	2015
5851	Reestruturando a Área de Tecnologia da Informação: um relato de experiência na administração pública	2015
5852	Uso de Ferramentas Livres para Recuperação de Conteúdos Textuais em Ambientes Big Data	2015
5853	Uma Abordagem Ontológica Aplicada ao Gerenciamento de Informação de Redes de Transporte Coletivo	2015
5854	Solução M-Health no pré-diagnóstico da Laringe	2015
5855	Fotossenti: Um aplicativo para auxiliar em tratamentos psicológicos	2015
5856	Adicionando informações estruturadas ao Bulário Eletrônico da ANVISA	2015
5857	Uma Abordagem para Gestão de Avaliações de Ensino Baseada em um Jogo Interativo de Tabuleiro: o Ludo Educativo Atlantis	2015
5858	Chronos Ações: Ferramenta para Apoiar a Tomada de Decisão de Investidores da Bolsa de Valores	2015
5859	RateMyDay: Ferramenta Móvel para Acompanhar as Atividades do Cotidiano	2015
5860	A Verbal Anchor based Fuzzy System to help business managers build Balanced Scorecards Strategy Maps	2015
5861	Conhecendo a Comunidade de Sistemas de Informação no Brasil: um Estudo Comparativo Utilizando Diferentes Abordagens de Banco de Dados	2015
5862	TESE - Um sistema de Informação para Gerenciamento de Projetos Experimentais em Engenharia de Software	2015
5863	Revisão Sistemática sobre Alfabetização Computacional	2015
5864	Ensino de Sistemas de Informação em Cursos de Computação: relato de experiência com uso de abordagem prática em TIC	2015
5865	Uma Experiência com a Utilização de Sistemas ERP para Auxiliar a Aquisição de Conhecimento sobre Processos de Negócio em um Curso de Bacharelado em Administração	2015
5866	ReqStore: Um Repositório de Requisitos de Projetos de Software como Apoio a Metodologia PBL	2015
5867	Qualificação e reconhecimento de profissionais de Sistemas de Informação	2015
5868	A Propensão De Usuários À Adoção De Tecnologias: Um Estudo Com Usuários E Não Usuários Do Programa "Nota Legal" No Distrito Federal	2015
5869	Estudo sobre o engajamento de usuários de uma mídia social disponibilizada pelo governo	2015
5870	ArgumentBind - Um Modelo para Implementação de Aplicações da Argument Web Integradas com Bases de Dados Abertos e Ligados	2015
5871	SIGS-S Mobile Saúde – A Mobile Application to Support the Collection of Health Data	2015
5872	Inspeção da Interação em sítios Governamentais: uma comparação entre métodos	2015
5873	Sistema Integrado de Custo Municipal: uma Ferramenta de Apoio à Tomada de Decisão pelo Gestor Público	2015
5874	Análise Comparativa de Algoritmos de Mineração de Texto Aplicados a Históricos de Contas Públicas	2015
5875	Uma Proposta de Sistema de Recomendação para Apoiar a Participação na Comunidade Democrática Cidadã	2015
5876	Statistical Audit via Gaussian Mixture Models in Business Intelligence Systems	2015
5877	Acessibilidade em Governo Eletrônico: um estudo sobre a aplicação de padrões web em sítios gov.br	2015
5878	Inferring Companies Similarities from Brazilian Government Expenditure Data	2015
5879	Análise do Perfil e do Papel do Analista de Negócios no Contexto Nacional	2015
5880	Modelos de Maturidade de BPM: Um Estudo Qualitativo sob a Perspectiva de Especialistas	2015
5881	Major Issues in Business Process Management: Key Concerns presented in Academy from a Brazilian Perspective	2015
5882	Como a Cultura Organizacional Influencia a Evolução de BPM	2015
5883	Towards Aspects Identification in Business Process Through Process Mining	2015
5884	Um Método Para Identificar Variabilidade em Processos Intensivos em Conhecimento	2015
5885	Recognition of Compromised Accounts on Twitter	2015
5886	Arquitetura de Software de Referência para Sistemas de Informação Governamentais	2015
5887	Ecossistemas de Startup de Software: Resultados Iniciais no Âmbito do Estado do Pará	2015
5888	Reconhecimento de árvores usando visão computacional para prevenir interrupções no sistema de distribuição de energia elétrica	2015
5889	Uso de gamification para melhorar adesão a tratamento	2015
5890	Proposta do Uso de Análise de Sentimento no Desenvolvimento de uma nova Métrica de Sustentabilidade	2015
5891	Minimização de Instruções para Acesso a Memória via Troca de Cores no Grafo de Interferência	2015
5892	Proposta de Gamificação de Disciplinas em um Curso de Sistemas de Informação	2015
5893	Ecossistemas Digitais para o Apoio a Sistemas de Governo Abertos e Colaborativos	2015
5894	SmartCluster: Utilizando Dados Públicos para Agrupar Cidades Inteligentes por Domínios	2015
5915	E-commerce - Quais ícones e metáforas são a alma do negócio?	2008
5916	Aprendizado de Geometria Analítica e Álgebra Linear Utilizando um Software Gráfico via Internet	2008
5917	Engenharia de Papéis e o Processo XP: uma Proposta de Integração através do Jogo do Planejamento	2008
5918	Um Método Branch and Bound para Maximizar o Valor de Projetos de Software para o Negócio	2008
5919	Organização de Grupos de Trabalho em Projetos Utilizando Sistemas Multi-Agentes	2008
5920	Gerência de Projetos e Processos de Desenvolvimento de Software: uma proposta de integração	2008
5921	Knowledge Discovery on Trajectory Data Warehouses: Possible usage of the Data Mining Techniques	2008
5922	Framework para Modelagem de Processos usando Redes de Petri de Alto-Nível e Regras Ativas: um Enfoque sobre a Eliminação de Dados	2008
5923	FlowSpy: exploring Activity-Execution Patterns from Business Processes	2008
5924	A Análise Contextual de Tarefas no Desenvolvimento de Fluxo de Informações	2008
5925	SINS: um Ambiente para Geração de Aplicações baseadas em Serviços	2008
5926	Verifying Existence and Composition of Workflow Activity Patterns in Real Process Models	2008
5927	Processo de KDD para Auxílio à Reconfiguração de Ambientes Virtualizados	2008
5928	Sistemas de Informação Geográfica Móveis orientados ao contexto: uma abordagem baseada em ontologias de domínios	2008
5929	Engenharia de Requisitos e Estratégia Organizacional aliadas na implantação de CMMI em Pequenas Empresas	2008
5930	Implantando a Gestão de Serviços de TI: uma abordagem horizontal baseada no catalogo de serviços de TI	2008
5931	Suporte ao Teste de Sistemas de Informação Baseados em Regras Ativas Escritas em SQL	2008
5932	Avaliação de Ferramentas de Automação para Engenheiros de Testes	2008
5933	Um Método para Suporte à Evolução de Métricas de PDS	2008
5934	Arquitetura baseada em Web Semântica para aplicações de Hipermídia Adaptativa	2008
5935	Sistema de Classificação Automática de Carcaças Bovinas	2008
5936	SIECRIM: Um Sistema para Geração Automática de Relatórios em Segurança Pública	2008
5937	Um Processo de Desenvolvimento de Sistemas Colaborativos baseado no Modelo 3C: RUP-3C-Groupware	2008
5938	Uma Proposta de Reúso de Interface Gráfica com o Usuário Baseada no Padrão Arquitetural MVC	2008
5939	Governança de TI em Organizações do Setor de Saúde: um Estudo de Caso de Aplicação do COBIT	2016
5940	Uma Ontologia de Domínio para Preservação de Privacidade em Dados Publicados pelo Governo Brasileiro	2016
5941	Metodologia de Avaliação de Portais da Transparência Municipais	2016
5942	Big Data e Transparência: Utilizando Funções de Mapreduce para incrementar a transparência dos Gastos Públicos	2016
5943	Um Método não Supervisionado Baseado em Tópicos para Identificar Dimensões de Reputação em Microblogs	2016
5944	Identificação de Perfis de Consumo Domiciliar de Energia Elétrica a partir de Algoritmos de Agrupamento	2016
5945	Análise de Conformidade na Área de Saúde com o Suporte da Mineração de Processos	2016
5946	ArchiRI - uma arquitetura baseada em ontologias para a troca de informações de reputação	2016
5947	Externalização do conhecimento através de Group Storytelling: um estudo de caso em tutoria online	2016
5948	Um estudo sobre a relação entre Processo e Motivação em Equipes de Desenvolvimento de Software	2016
5949	Uma Revisão Sistemática da Literatura sobre Comunicação no Contexto da Gerência de Projetos de Sistemas de Informação	2016
5950	Demiourgos: Simulação Baseada em Agentes para Análise da Evolução de Camuflagem em Seres Vivos	2016
5951	Um Sistema de Informação para Melhoramento Genético de Caprinos e Ovinos	2016
5952	Fusão de Face e Forma de Andar para Reconhecimento Biométrico: Revisão Sistemática de Literatura	2016
5953	Um Modelo Computacional para Acessibilidade em Cidades Inteligentes	2016
5954	Democracia digital: uma análise sobre recursos e aceitação	2016
5955	Um Modelo de Custo para Nuvens IaaS baseado no Consumo de Energia de Máquinas Virtuais	2016
5956	Análise Qualitativa da Aderência entre a Instrução Normativa IN/SLTI/MPOG 04/2014 e os Modelos CMMI	2016
5957	Uma estratégia automatizada de investimento por meio de redes neurais artificiais e preditores econométricos	2016
5958	Deduplicação de Contatos em Dispositivos Móveis Utilizando Similaridade Textual e Aprendizado de Máquina	2016
5959	SiAPP: Um Sistema para Análise de Ocorrências de Crimes Baseado em Aprendizado Lógico-Relacional	2016
5960	Análise da Qualidade de Diferentes Métricas para Agrupamento de Dados Utilizando Algoritmo Bio-Inspirado e Arquitetura MapReduce	2016
5961	Uma Abordagem para Engenharia de Requisitos Aplicada a Sistemas de Informação	2016
5962	Caracterização dos Processos para Elicitação de Requisitos de Software: Uma revisão sistemática da literatura	2016
5963	Elicitação de Requisitos a partir de Modelos de Processos de Negócio em BPMN: Uma Revisão Sistemática	2016
5964	Alinhamento Interativo de Ontologias usando Anti-Padrões de Alinhamento: Um Primeiro Experimento	2016
5965	Um Sistema de Informação para Gerência de Projetos Científicos baseados em Simulações Computacionais	2016
5966	Uma Camada para o Mapeamento de Instruções SQL DML para o Banco de Dados NoSQL Chave-Valor Voldemort	2016
5967	Um framework para apoiar estimativa de esforço em atividades de manutenção e evolução de software	2016
5968	Multiple View Interactive Environment to Analyze Software Product Line Tools	2016
5969	Does Technical Debt Lead to the Rejection of Pull Requests?	2016
5970	Técnicas para Detecção de Código Morto: Uma Revisão Sistemática de Literatura	2016
5971	Avaliação de Risco de Gestantes no Acesso à Unidades Básicas de Saúde	2016
5972	A Survey on Ontology-Based Systems to Support the Prospection, Diagnosis and Treatment of Breast Cancer	2016
5973	Sistema Web para Gerenciamento e Acompanhamento de Uso de Medicação em Ambientes de Vivência Assistida	2016
5974	Uma Metodologia de Avaliação da Relação entre Perfis de Personalidade e Desempenho Acadêmico em Alunos de Sistemas de Informação	2016
5975	Modelando Serviços a partir de Processos de Negócio: Uma Abordagem Dirigida a Modelos	2016
